,index,h_bond_donors,h_bond_acceptors,molar_refractivity,molecular_weight,n_atoms,n_carbons,n_heteroatoms,n_rings,n_rot_bonds,logp,tpsa,n_heavy_atoms,n_aromatic_atom,single_bond,double_bond,triple_bond,aromatic_bond,level_0,Inhibition Observed,Panel Name
7083,7083,1.0,2.0,82.09930000000006,346.995718912,21.0,16.0,5.0,3.0,3.0,4.289400000000001,42.230000000000004,21.0,15.0,12.0,2.0,0.0,32.0,7083,1,3
7084,7084,0.0,2.0,104.04600000000002,345.121571878,25.0,21.0,4.0,4.0,3.0,4.622100000000003,18.46,25.0,18.0,18.0,0.0,0.0,36.0,7084,1,1
7085,7085,0.0,2.0,98.29200000000003,334.11226647800004,24.0,21.0,3.0,4.0,3.0,5.002900000000004,18.46,24.0,18.0,18.0,0.0,0.0,36.0,7085,1,0
7086,7086,0.0,2.0,79.84100000000005,348.05862791199996,17.0,14.0,3.0,1.0,5.0,4.520700000000004,18.46,17.0,6.0,22.0,0.0,0.0,12.0,7086,1,2
7087,7087,1.0,3.0,85.74470000000004,349.05810014800005,21.0,17.0,4.0,2.0,7.0,1.7673999999999996,38.33,21.0,12.0,18.0,2.0,0.0,24.0,7087,1,4
7088,7088,1.0,6.0,90.72380000000003,348.0633881039999,26.0,20.0,6.0,4.0,3.0,2.699800000000001,93.81000000000002,26.0,18.0,16.0,6.0,0.0,36.0,7088,1,3
7089,7089,0.0,3.0,83.81950000000005,348.097329,25.0,19.0,6.0,3.0,3.0,4.107600000000002,43.370000000000005,25.0,12.0,26.0,4.0,0.0,24.0,7089,1,1
7090,7090,2.0,3.0,67.26390000000002,234.136827816,17.0,13.0,4.0,1.0,6.0,1.6564999999999999,66.56,17.0,6.0,18.0,4.0,0.0,12.0,7090,1,0
7091,7091,5.0,10.0,87.62389999999999,348.140684372,25.0,12.0,13.0,3.0,3.0,-2.464879999999999,207.10999999999996,25.0,17.0,12.0,6.0,0.0,34.0,7091,1,2
7092,7092,2.0,6.0,86.67050000000003,348.13213635999995,25.0,17.0,8.0,2.0,7.0,0.1013999999999991,113.01,25.0,6.0,32.0,8.0,0.0,12.0,7092,1,4
7093,7093,0.0,4.0,91.96300000000002,348.111006992,26.0,20.0,6.0,4.0,3.0,2.0004,74.76,26.0,12.0,26.0,8.0,0.0,24.0,7093,1,3
7094,7094,3.0,4.0,99.06280000000002,348.12224037199996,26.0,19.0,7.0,4.0,4.0,1.4401999999999995,113.73999999999998,26.0,19.0,10.0,6.0,0.0,42.0,7094,1,1
7095,7095,3.0,8.0,87.57890000000005,348.15460312,25.0,15.0,10.0,3.0,4.0,0.7764999999999997,145.24999999999997,25.0,9.0,30.0,4.0,0.0,20.0,7095,1,0
7096,7096,0.0,6.0,89.95450000000005,348.157288488,25.0,19.0,6.0,3.0,6.0,2.679500000000001,63.220000000000006,25.0,6.0,38.0,4.0,0.0,12.0,7096,1,2
7097,7097,1.0,6.0,91.01630000000004,348.157288488,25.0,19.0,6.0,2.0,6.0,2.2613000000000003,82.06,25.0,6.0,34.0,6.0,0.0,12.0,7097,1,4
7098,7098,0.0,4.0,97.35500000000003,348.13615912,26.0,22.0,4.0,4.0,4.0,3.543000000000003,52.60000000000001,26.0,12.0,28.0,6.0,0.0,24.0,7098,1,3
7099,7099,1.0,6.0,92.17470000000006,348.16852186799997,25.0,18.0,7.0,2.0,6.0,2.2962000000000007,86.22000000000001,25.0,6.0,34.0,6.0,0.0,12.0,7099,1,1
7100,7100,1.0,5.0,88.53180000000005,348.193673996,25.0,20.0,5.0,5.0,1.0,2.100999999999999,72.83000000000001,25.0,0.0,54.0,4.0,0.0,0.0,7100,1,0
7101,7101,3.0,5.0,95.60440000000004,348.1936739959999,25.0,20.0,5.0,2.0,2.0,2.0472000000000015,86.99000000000001,25.0,0.0,42.0,10.0,0.0,0.0,7101,1,2
7102,7102,0.0,4.0,90.15260000000004,348.049000992,23.0,17.0,6.0,2.0,5.0,3.351700000000002,68.28,23.0,12.0,12.0,12.0,0.0,24.0,7102,1,4
7103,7103,0.0,1.0,111.92550000000003,348.15141526,27.0,26.0,1.0,4.0,4.0,6.560020000000005,17.07,27.0,24.0,10.0,2.0,0.0,48.0,7103,1,3
7104,7104,2.0,3.0,95.15350000000007,348.15076362799994,24.0,18.0,6.0,3.0,7.0,3.2704000000000013,69.64,24.0,6.0,36.0,4.0,0.0,12.0,7104,1,1
7105,7105,0.0,4.0,100.16000000000008,348.23005950399994,25.0,21.0,4.0,1.0,13.0,4.245800000000004,44.760000000000005,25.0,6.0,34.0,4.0,0.0,12.0,7105,1,0
7106,7106,2.0,5.0,99.30840000000006,348.252526264,25.0,19.0,6.0,2.0,0.0,2.681800000000001,66.49,25.0,6.0,38.0,2.0,0.0,12.0,7106,1,2
7107,7107,2.0,3.0,97.72400000000006,348.17591575599994,24.0,20.0,4.0,3.0,5.0,3.343700000000002,57.53,24.0,6.0,36.0,4.0,0.0,12.0,7107,1,4
7108,7108,1.0,3.0,100.08680000000007,348.26644501199996,25.0,22.0,3.0,3.0,4.0,5.023600000000006,46.53,25.0,0.0,50.0,4.0,0.0,0.0,7108,1,3
7109,7109,0.0,3.0,102.60000000000008,348.26644501199996,25.0,22.0,3.0,2.0,7.0,5.106100000000006,35.53,25.0,0.0,46.0,6.0,0.0,0.0,7109,1,1
7110,7110,1.0,3.0,97.90480000000007,348.26644501199996,25.0,22.0,3.0,4.0,1.0,4.7118000000000055,46.53,25.0,0.0,54.0,2.0,0.0,0.0,7110,1,0
7111,7111,1.0,3.0,99.96880000000006,348.26644501199996,25.0,22.0,3.0,3.0,3.0,4.7370000000000045,46.53,25.0,0.0,50.0,4.0,0.0,0.0,7111,1,2
7112,7112,0.0,3.0,79.42800000000004,347.028768628,19.0,14.0,5.0,2.0,6.0,4.363400000000004,31.35,19.0,6.0,28.0,0.0,0.0,12.0,7112,1,4
7113,7113,0.0,1.0,79.47700000000003,351.02667388000003,18.0,16.0,2.0,2.0,2.0,2.0913,3.24,18.0,12.0,12.0,0.0,2.0,24.0,7113,1,3
7114,7114,0.0,1.0,88.85600000000004,349.032747512,18.0,16.0,2.0,2.0,3.0,4.527600000000003,3.24,18.0,12.0,12.0,2.0,0.0,24.0,7114,1,1
7115,7115,1.0,3.0,84.51970000000004,349.092577968,25.0,18.0,7.0,3.0,2.0,3.5615000000000014,55.4,25.0,12.0,26.0,4.0,0.0,24.0,7115,1,0
7116,7116,1.0,7.0,82.47430000000004,349.116151948,25.0,17.0,8.0,4.0,1.0,0.8864999999999994,94.53,25.0,6.0,40.0,4.0,0.0,12.0,7116,1,2
7117,7117,2.0,10.0,85.14320000000002,349.1386187080001,25.0,15.0,10.0,3.0,6.0,-0.030700000000000505,142.45000000000002,25.0,9.0,30.0,4.0,0.0,20.0,7117,1,4
7118,7118,1.0,6.0,90.50370000000005,349.15253745600006,25.0,18.0,7.0,1.0,9.0,2.2097999999999995,90.93000000000002,25.0,6.0,30.0,8.0,0.0,12.0,7118,1,3
7119,7119,1.0,6.0,91.93070000000006,349.18892296399997,25.0,19.0,6.0,3.0,6.0,2.0452999999999992,66.02,25.0,6.0,40.0,2.0,0.0,12.0,7119,1,1
7120,7120,0.0,1.0,93.71500000000006,348.14840430600003,19.0,16.0,3.0,0.0,8.0,6.155800000000006,9.23,19.0,0.0,34.0,2.0,0.0,0.0,7120,1,0
7121,7121,0.0,3.0,99.29600000000003,349.167793596,26.0,22.0,4.0,4.0,6.0,3.3279000000000023,38.77,26.0,12.0,30.0,4.0,0.0,24.0,7121,1,2
7122,7122,2.0,3.0,102.53590000000001,349.179026976,26.0,21.0,5.0,4.0,3.0,2.9701000000000013,61.440000000000005,26.0,12.0,30.0,4.0,0.0,24.0,7122,1,4
7123,7123,1.0,5.0,102.18120000000002,349.179026976,26.0,21.0,5.0,3.0,7.0,3.7997000000000023,56.15,26.0,17.0,20.0,2.0,0.0,34.0,7123,1,3
7124,7124,2.0,5.0,100.19160000000002,349.17902697600005,26.0,21.0,5.0,3.0,7.0,3.185320000000001,69.48,26.0,18.0,20.0,0.0,0.0,36.0,7124,1,1
7125,7125,1.0,6.0,95.62470000000005,349.134779216,24.0,18.0,6.0,2.0,5.0,3.634000000000002,64.63,24.0,6.0,32.0,6.0,0.0,12.0,7125,1,0
7126,7126,3.0,5.0,96.33440000000006,349.22530847199994,25.0,20.0,5.0,3.0,4.0,1.4299999999999993,73.16000000000001,25.0,6.0,42.0,0.0,0.0,12.0,7126,1,2
7127,7127,0.0,5.0,98.25000000000007,349.225308472,25.0,20.0,5.0,1.0,11.0,3.0736000000000017,55.84,25.0,6.0,34.0,4.0,0.0,12.0,7127,1,4
7128,7128,0.0,3.0,103.12700000000007,349.20417910399993,26.0,23.0,3.0,4.0,4.0,4.016700000000003,29.540000000000003,26.0,12.0,32.0,2.0,0.0,24.0,7128,1,3
7129,7129,1.0,5.0,95.24070000000002,349.09186884800005,23.0,16.0,7.0,3.0,3.0,2.607400000000001,61.77,23.0,6.0,32.0,6.0,0.0,12.0,7129,1,1
7130,7130,0.0,1.0,106.78500000000004,349.15972744799996,25.0,23.0,2.0,3.0,8.0,5.538900000000004,3.24,25.0,18.0,18.0,0.0,0.0,36.0,7130,1,0
7131,7131,0.0,0.0,76.37000000000005,348.008824904,16.0,14.0,2.0,4.0,4.0,5.143000000000005,0.0,16.0,0.0,36.0,0.0,0.0,0.0,7131,1,2
7132,7132,0.0,6.0,72.81980000000003,348.96195558400007,19.0,11.0,8.0,2.0,5.0,1.8445,74.19000000000001,19.0,6.0,22.0,6.0,0.0,12.0,7132,1,4
7133,7133,1.0,2.0,87.44970000000004,349.06774098,21.0,17.0,4.0,2.0,6.0,3.4072000000000022,38.33,21.0,6.0,28.0,2.0,2.0,12.0,7133,1,3
7134,7134,1.0,5.0,101.64280000000004,350.115423676,26.0,21.0,5.0,4.0,3.0,4.384600000000004,68.9,26.0,18.0,14.0,2.0,0.0,42.0,7134,1,1
7135,7135,1.0,5.0,95.09080000000002,350.06127992800003,25.0,20.0,5.0,4.0,3.0,3.828500000000002,63.60000000000001,25.0,17.0,18.0,4.0,0.0,34.0,7135,1,0
7136,7136,1.0,5.0,97.34080000000004,350.16304256399997,26.0,21.0,5.0,4.0,7.0,3.273400000000002,56.510000000000005,26.0,17.0,24.0,0.0,0.0,34.0,7136,1,2
7137,7137,0.0,0.0,110.74400000000001,350.147078828,27.0,26.0,1.0,4.0,4.0,6.833100000000005,0.0,27.0,24.0,10.0,2.0,0.0,48.0,7137,1,4
7138,7138,0.0,4.0,101.27600000000007,350.24570956799994,25.0,21.0,4.0,1.0,10.0,5.100300000000005,44.760000000000005,25.0,0.0,42.0,8.0,0.0,0.0,7138,1,3
7139,7139,0.0,4.0,87.07780000000004,350.02920452399997,23.0,16.0,7.0,3.0,3.0,3.7353000000000023,51.96,23.0,17.0,12.0,4.0,0.0,34.0,7139,1,1
7140,7140,1.0,6.0,94.85020000000003,351.06776227599994,25.0,18.0,7.0,4.0,5.0,4.115600000000002,77.25000000000001,25.0,20.0,12.0,2.0,0.0,42.0,7140,1,0
7141,7141,0.0,1.0,92.12300000000006,352.130536816,21.0,19.0,2.0,2.0,5.0,4.1513000000000035,9.23,21.0,6.0,30.0,2.0,0.0,12.0,7141,1,2
7142,7142,1.0,3.0,110.97640000000003,351.137162164,27.0,23.0,4.0,5.0,2.0,4.634800000000005,59.22,27.0,20.0,14.0,4.0,0.0,44.0,7142,1,4
7143,7143,0.0,4.0,91.68800000000006,351.18458653199997,25.0,19.0,6.0,2.0,3.0,3.7294000000000027,55.84,25.0,6.0,36.0,4.0,0.0,12.0,7143,1,3
7144,7144,1.0,3.0,100.34670000000006,351.18344365999997,26.0,22.0,4.0,4.0,3.0,4.249500000000003,55.400000000000006,26.0,6.0,38.0,8.0,0.0,12.0,7144,1,1
7145,7145,0.0,4.0,103.88200000000005,351.18344366,26.0,22.0,4.0,3.0,6.0,4.583400000000005,40.58,26.0,10.0,30.0,2.0,2.0,22.0,7145,1,0
7146,7146,2.0,3.0,100.06450000000004,351.18344366,26.0,22.0,4.0,4.0,5.0,3.2109000000000023,58.56,26.0,12.0,32.0,2.0,0.0,24.0,7146,1,2
7147,7147,0.0,5.0,97.98200000000003,351.10751891200005,23.0,16.0,7.0,2.0,3.0,3.092200000000002,52.980000000000004,23.0,6.0,30.0,6.0,0.0,12.0,7147,1,4
7148,7148,0.0,4.0,108.13500000000006,351.1769188,25.0,21.0,4.0,4.0,0.0,4.537320000000006,18.84,25.0,11.0,30.0,4.0,0.0,22.0,7148,1,3
7149,7149,0.0,4.0,97.12750000000007,351.186584938,24.0,18.0,6.0,1.0,3.0,5.000700000000005,55.84,24.0,6.0,32.0,4.0,0.0,12.0,7149,1,1
7150,7150,0.0,3.0,100.60700000000008,351.277344044,25.0,21.0,4.0,2.0,4.0,5.484200000000006,46.61,25.0,0.0,48.0,4.0,0.0,0.0,7150,1,0
7151,7151,1.0,3.0,107.62040000000009,351.31372955200004,25.0,22.0,3.0,1.0,12.0,5.888600000000006,44.480000000000004,25.0,0.0,46.0,4.0,0.0,0.0,7151,1,2
7152,7152,1.0,4.0,101.51470000000002,351.113839876,25.0,20.0,5.0,4.0,3.0,4.643920000000003,46.510000000000005,25.0,16.0,20.0,2.0,0.0,34.0,7152,1,4
7153,7153,1.0,2.0,34.093800000000016,351.97689613200004,21.0,6.0,15.0,0.0,4.0,3.6065999999999994,29.46,21.0,0.0,40.0,0.0,0.0,0.0,7153,1,3
7154,7154,0.0,1.0,84.68900000000005,352.032413164,18.0,16.0,2.0,2.0,6.0,4.481300000000004,9.23,18.0,12.0,14.0,0.0,0.0,24.0,7154,1,1
7155,7155,1.0,0.0,77.29370000000003,351.07683959599996,22.0,16.0,6.0,2.0,1.0,0.029100000000000792,4.44,22.0,6.0,30.0,0.0,2.0,12.0,7155,0,0
7156,7156,1.0,5.0,79.84050000000002,352.041939364,25.0,14.0,11.0,3.0,3.0,4.065100000000002,114.96000000000001,25.0,15.0,18.0,4.0,0.0,32.0,7156,0,2
7157,7157,1.0,3.0,90.22320000000002,350.988754952,22.0,16.0,6.0,3.0,3.0,5.412500000000002,42.09,22.0,15.0,14.0,2.0,0.0,32.0,7157,0,4
7158,7158,1.0,2.0,90.39780000000005,352.05732660018,22.0,19.0,3.0,3.0,4.0,4.223400000000004,20.23,22.0,6.0,32.0,0.0,0.0,12.0,7158,0,3
7159,7159,1.0,2.0,68.89780000000003,231.0843611,16.0,14.0,2.0,2.0,4.0,3.2044500000000027,20.23,16.0,6.0,22.0,0.0,0.0,12.0,7159,0,1
7160,7160,0.0,6.0,87.25700000000006,352.066318064,21.0,13.0,8.0,1.0,10.0,5.231900000000005,61.83000000000001,21.0,6.0,26.0,4.0,0.0,12.0,7160,1,0
7161,7161,0.0,6.0,94.42400000000004,352.0946882319999,26.0,20.0,6.0,4.0,4.0,3.4326000000000025,71.06,26.0,10.0,28.0,8.0,0.0,22.0,7161,1,2
7162,7162,1.0,5.0,97.75780000000002,352.13107374,26.0,21.0,5.0,2.0,8.0,3.175300000000002,72.83000000000001,26.0,12.0,22.0,8.0,0.0,24.0,7162,1,4
7163,7163,0.0,7.0,89.89680000000006,352.0187634839999,23.0,14.0,9.0,2.0,7.0,4.452100000000003,95.51,23.0,12.0,20.0,4.0,0.0,24.0,7163,1,3
7164,7164,0.0,5.0,93.78300000000004,352.1535405,26.0,19.0,7.0,3.0,5.0,2.24148,93.52000000000001,26.0,9.0,28.0,6.0,2.0,20.0,7164,1,1
7165,7165,1.0,5.0,96.41180000000006,353.16081695209004,26.0,19.0,7.0,3.0,5.0,3.439180000000002,90.69,26.0,9.0,28.0,6.0,2.0,20.0,7165,1,0
7166,7166,0.0,5.0,96.0965,352.088163372,25.0,19.0,6.0,3.0,4.0,3.130700000000002,60.660000000000004,25.0,17.0,14.0,6.0,0.0,34.0,7166,1,2
7167,7167,3.0,6.0,93.03590000000005,352.19982199599997,25.0,18.0,7.0,1.0,9.0,2.7722000000000007,96.89,25.0,6.0,34.0,4.0,0.0,12.0,7167,1,4
7168,7168,0.0,4.0,99.92140000000005,352.1786926279999,26.0,21.0,5.0,5.0,2.0,3.6267000000000023,54.290000000000006,26.0,9.0,36.0,4.0,0.0,20.0,7168,1,3
7169,7169,1.0,4.0,98.55870000000004,352.17869262799996,26.0,21.0,5.0,5.0,2.0,3.359200000000002,59.92,26.0,6.0,42.0,6.0,0.0,12.0,7169,1,1
7170,7170,1.0,4.0,94.96980000000006,352.22497412399997,25.0,20.0,5.0,2.0,7.0,4.452300000000004,72.83000000000001,25.0,0.0,46.0,6.0,0.0,0.0,7170,1,0
7171,7171,1.0,5.0,96.70880000000005,352.22497412399997,25.0,20.0,5.0,1.0,11.0,3.2081000000000017,64.99000000000001,25.0,0.0,44.0,4.0,2.0,0.0,7171,1,2
7172,7172,3.0,6.0,95.76280000000006,352.11400126,23.0,14.0,9.0,2.0,7.0,2.429400000000001,105.28999999999999,23.0,10.0,24.0,4.0,0.0,20.0,7172,1,4
7173,7173,1.0,1.0,112.00400000000002,352.12857164,26.0,25.0,1.0,4.0,4.0,6.358000000000005,0.0,26.0,24.0,10.0,0.0,0.0,48.0,7173,1,3
7174,7174,0.0,5.0,99.08250000000004,352.116686628,23.0,18.0,5.0,2.0,7.0,4.3552000000000035,35.53,23.0,6.0,32.0,4.0,0.0,12.0,7174,1,1
7175,7175,0.0,4.0,93.40480000000005,352.116456778,23.0,17.0,6.0,2.0,4.0,3.7074000000000025,60.440000000000005,23.0,6.0,28.0,8.0,0.0,12.0,7175,1,0
7176,7176,0.0,4.0,97.31100000000006,352.2069860339999,24.0,19.0,5.0,2.0,4.0,4.399500000000003,52.60000000000001,24.0,0.0,44.0,6.0,0.0,0.0,7176,1,2
7177,7177,1.0,3.0,103.56480000000006,352.243371542,24.0,20.0,4.0,1.0,7.0,4.8769000000000045,46.53,24.0,0.0,42.0,6.0,0.0,0.0,7177,1,4
7178,7178,0.0,1.0,113.27300000000008,352.31614255799997,24.0,22.0,2.0,0.0,16.0,8.041500000000008,9.23,24.0,0.0,42.0,4.0,0.0,0.0,7178,1,3
7179,7179,1.0,6.0,90.24180000000004,352.071365944,24.0,17.0,7.0,3.0,5.0,3.304900000000003,82.04,24.0,13.0,20.0,2.0,0.0,30.0,7179,1,1
7180,7180,0.0,7.0,78.57180000000002,351.984207816,21.0,12.0,9.0,1.0,5.0,1.6980199999999999,86.74,21.0,6.0,22.0,8.0,0.0,12.0,7180,1,0
7181,7181,0.0,2.0,73.96040000000002,354.98520299200004,18.0,14.0,4.0,2.0,4.0,2.595200000000001,43.14,18.0,12.0,10.0,4.0,0.0,24.0,7181,1,2
7182,7182,3.0,6.0,81.20040000000004,356.092225988,22.0,15.0,7.0,0.0,3.0,3.1091000000000015,111.89999999999999,22.0,0.0,24.0,12.0,0.0,0.0,7182,1,4
7183,7183,0.0,1.0,95.79400000000003,352.046277264,22.0,20.0,2.0,3.0,2.0,5.280000000000004,17.07,22.0,12.0,18.0,6.0,0.0,24.0,7183,1,3
7184,7184,1.0,2.0,91.39070000000005,352.11502552,21.0,17.0,4.0,2.0,5.0,4.145700000000003,32.34,21.0,6.0,30.0,2.0,0.0,12.0,7184,1,1
7185,7185,1.0,6.0,95.65960000000003,353.10117058000003,26.0,18.0,8.0,3.0,5.0,3.421920000000002,106.97,26.0,15.0,18.0,6.0,0.0,32.0,7185,1,0
7186,7186,0.0,5.0,94.95190000000002,353.12632270800003,26.0,20.0,6.0,3.0,5.0,3.831100000000003,86.51,26.0,12.0,26.0,6.0,0.0,24.0,7186,1,2
7187,7187,0.0,7.0,85.61830000000005,353.106195118,22.0,13.0,9.0,1.0,8.0,3.0835000000000017,91.26,22.0,0.0,34.0,10.0,0.0,0.0,7187,1,4
7188,7188,1.0,6.0,93.27970000000002,353.13755608800005,26.0,19.0,7.0,3.0,3.0,2.3192000000000004,98.24999999999999,26.0,12.0,26.0,6.0,0.0,24.0,7188,1,3
7189,7189,0.0,4.0,95.03950000000006,353.175595006,24.0,18.0,6.0,2.0,6.0,4.177200000000004,55.84,24.0,6.0,34.0,4.0,0.0,12.0,7189,1,1
7190,7190,0.0,5.0,90.23880000000003,353.08341234,25.0,18.0,7.0,4.0,0.0,2.916360000000002,103.30999999999999,25.0,6.0,32.0,8.0,4.0,12.0,7190,1,0
7191,7191,0.0,6.0,91.53600000000004,353.18383758399995,25.0,18.0,7.0,1.0,5.0,2.809700000000001,82.14,25.0,0.0,40.0,10.0,0.0,0.0,7191,1,2
7192,7192,1.0,5.0,101.52670000000003,353.1739415960001,26.0,20.0,6.0,3.0,5.0,4.462300000000003,65.38,26.0,15.0,22.0,2.0,0.0,32.0,7192,1,4
7193,7193,4.0,5.0,98.25110000000005,353.22022309199997,25.0,19.0,6.0,1.0,12.0,5.272800000000006,99.02000000000001,25.0,6.0,36.0,2.0,0.0,12.0,7193,1,3
7194,7194,2.0,2.0,109.52850000000002,353.17796435599996,27.0,25.0,2.0,5.0,4.0,4.629600000000005,32.26,27.0,18.0,24.0,2.0,0.0,36.0,7194,1,1
7195,7195,1.0,2.0,111.91380000000002,353.17796435599996,27.0,25.0,2.0,3.0,7.0,4.519500000000005,32.59,27.0,18.0,18.0,2.0,2.0,36.0,7195,1,0
7196,7196,1.0,2.0,103.41510000000005,353.23547923200005,26.0,23.0,3.0,3.0,4.0,3.0444000000000004,67.77,26.0,12.0,28.0,2.0,0.0,24.0,7196,1,2
7197,7197,0.0,2.0,110.96300000000008,353.21749114200003,25.0,22.0,3.0,2.0,6.0,6.257100000000006,21.59,25.0,12.0,26.0,2.0,0.0,24.0,7197,1,4
7198,7198,0.0,1.0,103.30300000000001,353.073628474,24.0,20.0,4.0,3.0,4.0,3.9295000000000027,29.43,24.0,18.0,12.0,4.0,0.0,36.0,7198,1,3
7199,7199,0.0,0.0,58.718000000000025,353.9277838,20.0,14.0,6.0,2.0,0.0,1.88786,79.6,20.0,0.0,20.0,0.0,8.0,0.0,7199,1,1
7200,7200,2.0,3.0,64.21790000000001,351.90581638,16.0,9.0,7.0,2.0,3.0,1.6423999999999999,63.35,16.0,5.0,22.0,2.0,0.0,10.0,7200,1,0
7201,7201,0.0,0.0,80.95200000000003,351.94622464800005,17.0,15.0,2.0,2.0,4.0,5.067200000000002,0.0,17.0,12.0,12.0,0.0,0.0,24.0,7201,1,2
7202,7202,0.0,4.0,73.12400000000004,354.03280708799997,17.0,12.0,5.0,1.0,7.0,2.4525000000000006,44.760000000000005,17.0,0.0,30.0,4.0,0.0,0.0,7202,1,4
7203,7203,0.0,4.0,85.20300000000003,353.00851185199997,20.0,15.0,5.0,3.0,3.0,3.6528000000000027,38.66,20.0,6.0,28.0,4.0,0.0,12.0,7203,1,3
7204,7204,0.0,0.0,76.59800000000006,356.067388144,20.0,17.0,3.0,1.0,4.0,4.309500000000004,39.8,20.0,0.0,26.0,2.0,4.0,0.0,7204,1,1
7205,7205,0.0,6.0,87.43900000000006,354.136111876,22.0,14.0,8.0,1.0,10.0,4.955000000000005,71.06000000000002,22.0,0.0,38.0,6.0,0.0,0.0,7205,0,0
7206,7206,2.0,6.0,94.2384,354.132805056,26.0,18.0,8.0,2.0,5.0,2.1276200000000003,113.22,26.0,11.0,24.0,6.0,2.0,22.0,7206,0,2
7207,7207,0.0,3.0,102.02150000000003,354.138481226,25.0,21.0,4.0,3.0,4.0,3.8968000000000034,43.370000000000005,25.0,12.0,24.0,6.0,0.0,24.0,7207,0,4
7208,7208,2.0,7.0,89.40610000000005,354.167853172,25.0,18.0,7.0,2.0,7.0,1.5038999999999998,94.45,25.0,6.0,38.0,2.0,0.0,12.0,7208,0,3
7209,7209,0.0,5.0,96.83150000000006,354.1467238039999,26.0,21.0,5.0,2.0,7.0,3.3138200000000015,69.67,26.0,12.0,24.0,6.0,0.0,24.0,7209,0,1
7210,7210,1.0,4.0,97.03280000000004,354.14672380400003,26.0,21.0,5.0,3.0,6.0,4.451400000000003,72.83,26.0,12.0,28.0,4.0,0.0,24.0,7210,1,0
7211,7211,0.0,4.0,100.47400000000005,354.183109312,26.0,22.0,4.0,3.0,9.0,3.962100000000003,36.92,26.0,12.0,30.0,2.0,0.0,24.0,7211,1,2
7212,7212,0.0,0.0,121.90200000000003,354.140850576,28.0,28.0,0.0,6.0,1.0,7.966400000000004,0.0,28.0,28.0,2.0,0.0,0.0,64.0,7212,1,4
7213,7213,0.0,3.0,100.07580000000007,354.140198944,25.0,20.0,5.0,4.0,4.0,3.371000000000002,40.620000000000005,25.0,12.0,26.0,6.0,0.0,24.0,7213,1,3
7214,7214,0.0,3.0,102.50600000000007,354.21949481999997,26.0,23.0,3.0,5.0,3.0,5.451700000000005,35.53,26.0,6.0,42.0,4.0,0.0,12.0,7214,1,1
7215,7215,0.0,2.0,98.14880000000004,354.074821816,24.0,20.0,4.0,3.0,4.0,4.636840000000004,34.14,24.0,18.0,12.0,4.0,0.0,36.0,7215,1,0
7216,7216,0.0,2.0,117.86600000000003,354.209598832,27.0,25.0,2.0,3.0,6.0,6.204100000000006,6.48,27.0,18.0,18.0,4.0,0.0,36.0,7216,1,2
7217,7217,0.0,5.0,96.82100000000005,354.18625058999993,24.0,18.0,6.0,0.0,8.0,3.310200000000002,61.83,24.0,0.0,38.0,6.0,2.0,0.0,7217,1,4
7218,7218,1.0,4.0,100.37880000000006,354.222636098,24.0,19.0,5.0,1.0,3.0,4.355800000000004,55.760000000000005,24.0,0.0,42.0,6.0,0.0,0.0,7218,1,3
7219,7219,1.0,4.0,98.42280000000007,354.222636098,24.0,19.0,5.0,2.0,4.0,4.962100000000005,55.760000000000005,24.0,0.0,46.0,4.0,0.0,0.0,7219,1,1
7220,7220,1.0,2.0,109.01080000000009,354.20150673,25.0,22.0,3.0,2.0,8.0,3.890100000000003,29.46,25.0,12.0,26.0,2.0,0.0,24.0,7220,1,0
7221,7221,1.0,3.0,104.80780000000007,354.259021606,24.0,20.0,4.0,1.0,9.0,5.076800000000006,38.69,24.0,0.0,44.0,4.0,0.0,0.0,7221,1,2
7222,7222,1.0,2.0,103.61470000000003,354.149891036,25.0,21.0,4.0,3.0,6.0,4.519820000000004,41.46,25.0,12.0,26.0,4.0,0.0,24.0,7222,1,4
7223,7223,1.0,1.0,103.05170000000004,354.161124416,25.0,20.0,5.0,4.0,2.0,6.041200000000004,64.55000000000001,25.0,9.0,30.0,6.0,0.0,20.0,7223,1,3
7224,7224,1.0,2.0,63.68530000000002,353.87523959600003,13.0,9.0,4.0,1.0,2.0,2.8828200000000006,37.3,13.0,6.0,12.0,2.0,0.0,12.0,7224,1,1
7225,7225,0.0,7.0,70.68500000000004,354.031415048,20.0,12.0,8.0,1.0,8.0,1.6786,80.29,20.0,0.0,36.0,4.0,0.0,0.0,7225,1,0
7226,7226,1.0,3.0,86.85630000000005,354.00038969199994,22.0,17.0,5.0,3.0,3.0,4.021980000000002,66.02,22.0,15.0,12.0,2.0,2.0,32.0,7226,1,2
7227,7227,0.0,1.0,82.43000000000004,355.043312196,18.0,15.0,3.0,2.0,4.0,3.908100000000003,20.310000000000002,18.0,6.0,22.0,4.0,0.0,12.0,7227,1,4
7228,7228,1.0,4.0,89.49670000000002,354.065031112,23.0,15.0,8.0,3.0,2.0,2.4591000000000003,65.01,23.0,6.0,32.0,6.0,0.0,12.0,7228,1,3
7229,7229,0.0,4.0,82.86300000000004,354.04667118800006,21.0,16.0,5.0,2.0,4.0,3.7211000000000025,44.760000000000005,21.0,6.0,28.0,4.0,0.0,12.0,7229,1,1
7230,7230,0.0,4.0,90.37300000000003,353.98842060399994,22.0,16.0,6.0,3.0,3.0,4.823120000000002,39.44,22.0,12.0,20.0,4.0,0.0,24.0,7230,1,0
