index,MORGAN_BTSTR,PUBCHEM_ACTIVITY_OUTCOME,Inhibition Observed
45947,1110110111110001111100100110001011001111111011011101110110111101,1,1
45952,1110100101001101111100100001011001101111010111010010110101110000,1,1
45957,1110010011100101011111101000011001011011010011100011101111011111,1,1
45962,1000111011111011110010100010111111101111010111010100100100010110,2,1
45967,0110101011110010111110110001111111011111011011110010001100111101,0,1
45972,1111111101110001111100111010101111111101010110000000110011111101,1,1
45977,1111001010101101111010100010011011101101010111001100101001110011,1,1
45982,1100110001100101011000100010001011001111010101011100001000101011,2,1
45987,1111110000001100110001101001101111101111010011110010101110110011,2,1
45992,1110110110100001110000100101101001101011101011000010001101110010,2,1
45997,1000010011111100110101100111001101111011111101111100000110110100,0,1
46002,1101010011110010110010011101001011101111111010101110100101111110,1,1
46007,1100010010100010110001100011011001011011110101111100110100010100,1,1
46012,1011111101111101110100101101011101101011010001100100011111111100,1,1
46017,1101110111100011110111110111101001011011011011110011000100111110,1,1
46022,1000010010000001110010100011000011001010011000110000100100100111,0,1
46027,1110100010100001110100111111011001001001110001111100001101111100,2,1
46032,0101101011111001110100101010111111111101100111001110110011100011,1,1
46037,1111010000101001110000101101110100001001110101110101001001001101,1,1
46042,1111010000101001110000101101110100001001110101110101001001001101,1,1
46047,0000100010001001110000100010001001101010101001101110010100111000,1,1
46052,1000101000000000000100000000000001001000000000000000000000100100,2,1
46057,1110100010111010110000101000001001101011010011100111011100011101,0,1
46062,1111110011100111011100100000011011101101110101111010101100000101,0,0
46067,1110101101110011100100100111001001110011010000001100111101111100,1,1
46072,1110111011101111110000100110011001111011111111110111100111111001,0,0
46077,1001110101111000111110100110011111101111110100001000001100111101,0,1
46082,1110010010100110110100100001100011011111010010010010010101001100,0,1
46087,1001010100101001110100110010101011111111101000010011101011110101,2,1
46092,0010100000100011101010111010110101100011000001000110010110010100,1,1
46097,1011110010100010010100101100111111101001111111011101101000110101,0,1
46102,0101100010111001111110100110111101011111111010111000011001110011,1,1
46107,0100100000101001010010001111001001111110001100010001000000000000,0,1
46112,0100100000101001010000001111001000111110000100010001000000000000,1,1
46117,1010110011100000101010100001001000000001000101101010010100111100,1,1
46122,1110110000101100110010101000100110111111001101111100110000101111,0,1
46127,1010000000000011110000101010000010101010011110000100001100010000,2,1
46132,1110000001100110110110101011101001011111011111101110000101101111,0,1
46137,1111011110100001110011100011001011001011000101001011011101000100,1,1
46142,1101010011110001110100101110001011101011011000110010010101100111,0,1
46147,1111011111100100110101101100100101101011010000010110100101001100,0,0
46152,1110010111110110110000111001001011101101010101110100010111110111,0,1
46157,1111110011110111110000101001000011111101011101100110110101111111,0,1
46162,1110100011111110010101100100101001001011010111000001001100110101,2,1
46167,1111101001100011110000110111011101001101011011100101111101111101,1,1
46172,1001010011110001110100100000000111111001000100010101001000110110,2,1
46177,0110001010001000111111100011001011001001000001000101001111011100,2,1
46182,1011100010111101110011101011001101001100000010110111101100001001,0,1
46187,1100010100101011110100101001111011111111111100010111101110110100,0,1
46192,1011011000111001010101101001101000111011010110010101001000111001,0,1
46197,1111001010100100100100000010001011111111001001001010110101110101,0,1
46202,1101100011110000110000011000011011101111101000100010101111111101,2,1
46207,0000000110011010100010000010111001101010100001000110101011110000,1,1
46212,0100000111000001100000001111000011011110000000110111111110101000,0,0
46217,1101010011100001110100100110001011011011011000011010011101100100,1,1
46222,1010110010100010110100101001001111001001101000111110011101111100,1,1
46227,1100110101110110110001101101101010101001110010110101011100100111,2,1
46232,1111110110111101111110110011100010101111111101011100000001001101,2,1
46237,1000010000010100010010100000100001101000100000011101001000000001,0,1
46242,0111000011101001110111001111001101011111000010000010000100111110,0,0
46247,1001000011101001010100101100101011001101110111101111110001111000,0,1
46252,1111111101111110111111100101011101001011000011010111111100110110,2,1
46257,1110010001110101110100101010000101111101001000010100010100010101,2,1
46262,1111111011101100111101101111101111001011011101110100010100110100,2,1
46267,1011110010111100110101101111001111001011011111110100010100110101,1,1
46272,1010100101110110110101100000000001101011110000001100010110100001,0,1
46277,1010110000110110110000100000010001001100100111011000001100100000,2,1
46282,1001011001111100110011100010111011101000011111010110000101101001,0,1
46287,0001001010111010010101000100010001111110000111100100000000100100,0,1
46292,1101110010100000111111100011011111011011011101111110010101111110,1,1
46297,1010001110100100111100100111100101001001000100110010011100100101,0,0
46302,0101111111110011110001100010001001011011111101100101010100100100,1,1
46307,0011000110000001111000101011011001101101011000100011001011110000,1,1
46312,1101110100000010110001110111100101101110101001110110101010000000,0,1
46317,1110101010101010111100100011111111111001010010100110001111110100,0,1
46322,0000010110000001110010000011001001001010010100000010000101100001,0,1
46327,1110110111000110111100100111100011101001110000001110001111110011,1,1
46332,1111011010100010110100100000101011111011010111010111011100011100,1,1
46337,1100110000000111111101111101111111111111010101011010001101110011,2,1
46342,1100000000101000010011101110010111101010000100010100010001101011,0,1
46347,1100000000101000010011101110010111101010000100010100010001101001,0,1
46352,1010001110110100110010100100000101001101000000010110001011100001,2,1
46357,1110010011101101110111110001001001001011010000010011000101100101,0,1
46362,1110001010110000110001101000000000111001110101101110100010110111,1,1
46367,1000010001110110010100101011001101011111100110110001100101101001,2,1
46372,0001110010100101100000000010001001011011000001100010000101110101,0,1
46377,1010011101100000110001101001011001011011011011111010000101110000,2,1
46382,1111001011110110111111111001100001111011110110011100010111100111,0,0
46387,1110110110000011111001111010000111011001001101011110000100010100,0,1
46392,1011110001110010111000110010011111011011110110001110101101110001,1,1
46397,1101010011111100110110101111001011011101011101110100001000100111,1,1
46402,1000010000001000110000100000100001001000100011110010001000000000,0,1
46407,1101010010110001110100110011001001011011111001010010000100111110,1,1
46412,1100110010111000110000110110001001001101111111011111000100110011,0,1
46417,1010110011110111110111101111001011101101011111001111000000100101,0,1
46422,1110010111101110110100110010001001001011010001110110101100110110,0,1
46427,1100010111100111110101110010001001001011010001010110001111110110,0,1
46432,0100110011110010100100000100011001110011001101101010100101111100,2,1
46437,0111000101110010110000000101101011111011010100111010001100110100,0,1
46442,1000110000110111011101101011011111001101001011010011111000101001,0,1
46447,1111010100100001110111111011111101101011000100000100101100100100,1,1
46452,1100110010100000110001101010110111111001010010100011101000110101,1,1
46457,1000111001100100011010110110110001001011000000010000001001110100,2,1
46462,1101001011111001110111100100111011101111110101011110000110110111,0,1
46467,1100110001111100110100100111001111101011010100101010110100110100,0,1
46472,0110011010110100110001101111101000011001000000000100011111110101,0,1
46477,1000110010000101111001101000001111001000000111010001001000100110,0,1
46482,1110110000011010110100100010001101101110011111011001000100110001,1,1
46487,1101011000100001111100100111001001011001111110010010001101101100,0,1
46492,1110110010111100110101110001001101001000000100110010000100111101,0,1
46497,1110000000100011110110101111101001011111001111101110000101101110,2,1
46502,0101101000110001110100100011001111011011101011010000001100110000,0,1
46507,1011000111000110111000100000011011011111101100100010100110110001,0,1
46512,0100000000101111111101100111111011010011101111100010011101111110,0,1
46517,0100001011101000111000001000011011011011111010000010001101111000,2,1
46522,1000010001000111010101100000000000001100000010100100000001000101,0,1
46527,1000110010010000110010100110010000111101101001010010001001010011,0,1
46532,1100010011110001110100101110100011011111011000010001100100110101,0,1
46537,1001011011110100111111100010000001011111111101011111000100110100,1,1
46542,1010100010100001010100101001001011111000000100101100010001101110,2,1
46547,1111010011101001110101111011000101101111011010010010110100110101,1,1
46552,1101110111100001110111111011001011001001011100010111001011110100,0,0
46557,1000011010100001110111111011100111101111101001011101101101100111,0,1
46562,0110000010101000110010001010101111010101100011000010101011000010,0,1
46567,1000111110101100111111100111100111111011111010110000000010111101,1,1
46572,1111011110111000100111100111111001111011111001110100101000110101,1,1
46577,1110111110101010111100110011011101011111111000110000101100110101,1,1
46582,1101010011100000111100110010001001111011000011011111001110110101,1,1
46587,1100100011111100110000100100001111001001000100100000011001100001,0,1
46592,1111100100111101110100101110011011101011010011111100101101111111,0,1
46597,1000110010101110111100100010001001101111111001011110000110110010,0,0
46602,1101011111101001111111111010011000111011011111101100100010110100,0,0
46607,1011011011100111110110101011001001111101000110001100101101100011,2,1
46612,1110011111100011110000101111101011101001111100000000111100000101,0,1
46617,1110110111110110110000100010011000001001111110010010111100100000,2,1
46622,1000110001100110010100100010001011101101110111110010001101100111,0,1
46627,1101011110110111110110100110001001111011111000011000010101111100,0,0
46632,1101110010111111110110110001011011001011101001011110011111101100,1,1
46637,1010010010000100010100100000000010001000000100011100000100100001,0,1
46642,1101010011101100110101111000100111111101011000111100000000101111,0,1
46647,1000010000000100110000100010010000001010101000010000000000001000,0,1
46652,1011010011101100111001111110011001001101010110101111011101100001,1,1
46657,1111111000100001111001100010011011011000001010111100100001110101,0,0
46662,1110010110101101110001101011111111011111010111010100001001011101,0,0
46667,1100111010000100111001110011000001011110010001010100100100000001,0,0
46672,1100100111101100110110100101101111111101111001100110111110111100,0,1
46677,0111001111010000110110001101001011111011100011001100010100110011,1,1
46682,1110001010111101110000101011011100001011010001100010000111111101,0,1
46687,1100001000110101111100101010011100001111110000100110010100111011,0,1
46692,1110011010100000110001101000000010001011000000010111100101100100,0,0
46697,1101011001111111110001100011011111101011010110110110101101110101,0,1
46702,1000111000111000110000100101101111001011110100110000001001111001,1,1
46707,1101110010100010110100101011001010101001011101111111000100110110,2,1
46712,1100010111100000110001110111111001111011111101011000011111110100,2,1
46717,1010100011101110110011100001111011011101000111111010101101110011,0,1
46722,1111110001111100110100101100000010001001010111110101111000110101,2,1
46727,0010111111000101110010000111000101001010110110000010000101101101,0,0
46732,0101111011100110111100000001100001011111010111011111001101101100,0,1
46737,1101110100110111110100100010011101101111000001110101001100110101,1,1
46742,0000000010100001111001100011000011001010000011000010011100110100,0,1
46747,1101010100011000110110101011101000111100011000011111010100111000,0,1
46752,1101010110010010110100101011101101101100011000010010010110110011,2,1
46757,1010010101100010111101100010001101111011111000110010010110111110,2,1
46762,1111011001110111111100100111000001001111111010000010001101111101,0,1
46767,1111110010101001111110111111001101111011011101000101011100011100,0,1
46772,1111110010101001111010111111001101111011011101000101011100011100,2,1
46777,1101101111100111110100110110011101111011001111001110110100110111,2,1
46782,1000111011010100110101111010100011011000101100111111111010111011,2,1
46787,1101100011111000111101100011011111011011000100011110011101100101,2,1
46792,1100110010100001110111111101101001011111010110011110111001110011,1,1
46797,1011100000111011110100101010010110101101110111100110001110000101,1,1
46802,1011110010100011110100110010011111101101110111100110001100000101,1,1
46807,1110110101111111111000101010010101101011000110010110000100010100,2,1
46812,1000000001100000100100000100000001001011010000011010000100101000,1,1
46817,1100111111101011110011101110001111011101101010010010100100110100,2,1
46822,1110010011111101111101100010011011001101110110110110010101111101,0,1
46827,0110110000111100110001101010000101001001011101000000110000110101,0,1
46832,1011110011100000110001100011001101001000001110010110101000111000,0,1
46837,1000010001101110100000000000111001101011010101000101000100111001,2,1
46842,1000000001100110100000000000111001101011010101000001000100111001,2,1
46847,1111111010110101110010110101111011101101110101011010100110110100,0,1
46852,0111110110100010110010000011101011111001010001110110011011111111,0,1
46857,0111010111111001110110000001101111011001011101100011100101110111,1,1
46862,1000010010000101110001100010001011011010000110110010000100000000,1,1
46867,1001100011110011110001100110101011101011000000000100101101011001,0,1
46872,1111110111011111110000111011001001011110111010100010101100110001,0,1
46877,0101101010110001110100000011001001111111101011100010000101110000,0,1
46882,1010010010101000110110100110101100001101111001110101010100111100,0,1
46887,1000100010110111111001100110001111101011000100001000101101111011,0,1
46892,1000100011110011110001100110101111101011000100000100101101110001,1,1
46897,0101100000101001110001001011111001101011001010111001101101110100,1,1
46902,1001011111110101010011101100111111101011001100110110111101110001,1,1
46907,1101110110110101010111101110011011001011110100010101110110101111,0,1
46912,1100010001110101110100110011001001011011011100010001001101111111,0,1
46917,1001011011100000110101101011011001111111111101000010001111101101,0,1
46922,1011110111110000110110110011101111001111100001010111010101110100,0,1
46927,1111010111100000110010110111001011001111111010111011001101111100,1,1
46932,1111000110110111110111100111100011001111010101110110011101010111,1,1
46937,1111000010100001111000100110000001011111111010100010000100101101,0,1
46942,1110010000100011110110101111101001011111011111101110000111101110,1,1
46947,1100001001111110110101101100011001111011000000011010110101111101,2,1
46952,1011111101010100110101101010100011011011101100111111111111111011,2,1
46957,1111110001110110110100101010001001001111001101010000111101110101,0,1
46962,1100010111001000110001110110101101101000111100011010111101110001,2,1
46967,1010011001100010111100101000001011101000000001011110100100111001,0,1
46972,1101110101111000110010000101111111001011010001100110001101111111,0,1
46977,1000010011001111110000001011100101001111101100000110110111100010,0,1
46982,1000010011000111110000001011100101001111101100000010110111100010,1,1
46987,0111110010100101111000101001111001011111101010111110000101110010,0,1
46992,1110111111100000110100111101001001011011101001010011110100110101,2,1
46997,0100100110000001110000010011011011101110010001000110101100111010,2,1
47002,1011001101101100110001101110111101101001000100000111001101000100,0,1
47007,1111111111110011111110001001000010111111010110001101100100111100,2,1
47012,1100010000000010010101101000000111001000000100101110000010100101,0,1
47017,1101011001100001111101100111001000111001001011010001011111101110,0,0
47022,1010111110111110110111100010001011101011111110010101000111101001,0,1
47027,1110110011110100111010110100001001001101110011010011101101110001,0,1
47032,1000101110110101110000110011011001001110000000111100100100010000,2,1
47037,1000101110100101110000110010001001001110000000111100100000000000,0,1
47042,1110110010100100111001100001000101101011000001010110000101101110,2,1
47047,0000011000001010011000000000101100000010000000000000000000000000,1,1
47052,1111000111100010010010100000000001001001100101010010111110001100,0,1
47057,1111010001101010101110000001011111001110100001100101000001110110,0,1
47062,1111000001100000101110000001011111001110100001100101000001110110,0,1
47067,0111000101111111110110100001011101111011110100110111011101111000,0,1
47072,1111110010111000111111100111111011111001011101110111100100110100,0,1
47077,1111110011100110111010100010001101101000111001111001011110110001,0,1
47082,0101000000000001111000110011000111011010100011000001001100000000,2,1
47087,1000010000000000110101110100100000001000000000010000000001000000,2,1
47092,1000010011100111110101110100111011001101100011110101110101110101,0,1
47097,1101010000000001100001001010010001011011010000010100001110010010,0,1
47102,1111010001110001100101000010011101001001000000001110001101101111,0,0
47107,1101010010100011111100110111011001001011111001110011010101110101,0,1
47112,1110010011111110010100100111111001011111101011010010000100111101,0,1
47117,1001010101111110110000100101101001101001000000100110001101101101,0,1
47122,0000010101101000110000100100101001000001000000100100001101000101,0,1
47127,1111100101111111010011101101110101111111010100110110101110100111,0,1
47132,1111000101110101111000100111101101101011110110101110111101010100,0,0
47137,1101010100110100010100100001100001001001000010010100010101111001,0,1
47142,1100110001100011110100100100101011011111011111111001010111110110,0,1
47147,1110110011111110110101100101101101101011010001010011101100110101,0,1
47152,1111011010100010110100100011000001001111011111010010100101110101,1,1
47157,1110010101101000110000111000101001001001010110011011001100010000,1,1
47162,1100110000000100010001100000100000111011110000011000000010000011,2,1
47167,1011110010101010110010110101111001101011001001110010111100111101,0,1
47172,1111110111100111110011101000101011111111110101111100101101111010,0,1
47177,0101000001110010100100000100111001110011000100011110100101111100,0,1
47182,0000110011111000111010000011101101101101010111010110101011110010,2,1
47187,1110110010001110111001110000001001101001010100011110001101111100,1,1
47192,1100010010110011110101110011100101111101111011111010001101101100,2,1
47197,1100111110110110110101100011101001011001011011010111001101101110,0,1
47202,1110110111100011110000101111101011001001110101000000111101000101,2,1
47207,1110110101111001110101100110111111001001111100010011011100100111,0,1
47212,1101111101101110111000100011011011011011001001011111000001110100,2,1
47217,1000110011110110111110101100101000001011010100000101000011100101,0,1
47222,1100110011110110110110101110101000001011010100000101000011100101,0,1
47227,1011000000111011110110101000110110101101110111100111001101000101,0,1
47232,1011010111100011110110110000111110101101110111100111001101000101,0,1
47237,1111000001001000110010100101101001001000000111110110101101010000,0,1
47242,1001010110000001111110100110000110001101011110010000100010101000,2,1
47247,1110001011010111110100101010100101101101100100001001001110110011,2,1
47252,0110110000111111111010001010001101101101010111100111101111111010,0,1
47257,1000010111010000110011110010101101001011111101110000010100110010,0,1
47262,1100010111000000110001100110001011111001111001011010010100110000,0,1
47267,1101110010110001111110100110011001111011111111010110000100010110,0,1
47272,1110110011101010010110011001001001111101010011001111010011110110,0,0
47277,1100010101110110110111111101011001101011010111010010111100001110,2,1
47282,1101010010100001110100100111011011001111101010010010010100000101,2,1
47287,1011010011100110110100101110000001001001101101001110111111100011,2,1
47292,1110111010110000111010100000001111001000000111110011001101101101,2,1
47297,1100011110011000111010100011111011011101111001111011011100110000,0,1
47302,1100011011100011110100100010000001111110101111110110000100100100,0,1
47307,1010101010110111110010100010111001001111011101001110001100111101,2,1
47312,1011101010110111111100100010101001001011010101001111001100111101,1,1
47317,1011010011100101110101100011011111111111101110001110111111111001,2,1
47322,1110011011100110110100100000111111011011001011010110010101011101,0,1
47327,1011010001101110110000110011001011011010011110011111001100110101,0,1
47332,0110111010111110110111111010011001101001010111000101110001111111,2,1
47337,1001010010100100100111000001000000100001011011001010000100101100,1,1
47342,1011100001110110010011100101001101001101011001000110001100110101,1,1
47347,0001110000000000110001000001011010011110000001110100100000000000,0,0
47352,1000010100100101111101110001100101101011010100110100000001100101,1,1
47357,1000010100100101111001110001000101101011010100110000000001100101,0,1
47362,1111111000110000010000110100011001001011011001010000111100010001,2,1
47367,1111111000110000010000110100011001001001011001010000111100010001,0,1
47372,0110010000101000100100000000000111001001001100011000001110111110,1,1
47377,1111110111110110110110100000101111011111101100111100101100110101,0,1
47382,1100110010110001110110001001001001001011100100000100011011100101,0,1
47387,1111100011100110110101100110001001101001110111100110000101110111,0,1
47392,1010110001111110110101100100101111011111011011100000001111111111,0,1
47397,1110000010100111110111101010001101011011111111001111001100101100,0,1
47402,1010110101111010110101101100101101011111011111110010001111111110,1,1
47407,1000010001111101010000101111111001101111001101001010100111110100,2,1
47412,1100010010110100110001100101111011111101101111101111110010110100,0,1
47417,1011000010101111111000110000101111011011111011000110001101110100,2,1
47422,1001000010001101110011110010000100001100000000000100010000000100,0,0
47427,1001000010001000110101110010000100001000000000000100010010000000,0,1
47432,1100101011110101110110101000001011111111110101111101001100101101,1,1
47437,0100010010000010110010110011101011101011101001000111011101110001,1,1
47442,1110101010100110110101010101001101011000000001100010001001110000,0,1
47447,1110101010100110110001010101001001011000000000100010001001110000,2,1
47452,1100110000110001111001100110010001011011001000010010110110110100,2,1
47457,0010010001000110110000101000100101101111011101110000100000100010,0,1
47462,1000010000001110110110110010100101101000010000010000000000100000,2,1
47467,1000010000001110110110110010100101101000010000010000000000100000,2,1
47472,1100010100010000111010101011011001001100111000010000010100110000,1,1
47477,1010111001110110111100101010111111111001010100000011001100100101,0,1
47482,0100111111110001101110001111011011111011000011010001101100110110,0,1
47487,1111111011100010110100111101101011011110100110110100101110101011,1,1
47492,1011110000101010110010101000011001011001001110010000100000110011,0,1
47497,1100111000111001111110100010111111001001001100011000001001110101,0,0
47502,1100010110110001110010101100111111001101101101111110110101111001,0,0
47507,1111010100100001110000101111100001111011101010010100011100111101,2,1
47512,1101100010100011111110010111111101011011011100100100001101110100,0,1
47517,1011010011100011110000100010000001001001011110010010000101100100,0,1
47522,1001110001100101010000110000000010001101100010010000100000110100,0,1
47527,1011010011100110110101111010011111011011011011111011000110110111,1,1
47532,1111010110100101110101110010101011001111010011011010110111000100,2,1
47537,1110111010100011010100111000001110101001111101110011000010111111,0,1
47542,1110110000100001111100101100111110101011001001011010011101110100,2,1
47547,1100110010100111101001100111111101111011011111011000101111111101,2,1
47552,1100010111111100110001101111011010111001111100111000011100110000,0,1
47557,1101010011110010111100100011001101011011111000110110110110110100,0,1
47562,1111110000110010110010111010101111011011010100011000111110100101,0,1
47567,1011110011111100110010110001111011101111111101101111001001111011,0,1
47572,1110010111111101110110101101000011011101010011011111011011010111,0,1
47577,1111100111111110110111100001001011001111101101000111101100111110,0,1
47582,0000010111110001010000110111101101001111100101010110001111111111,0,1
47587,0010000000100001110000000010001001001010001000000000010110010000,1,1
47592,0101110111101000111100000001111111001001111101100111100101110010,0,1
47597,0000001011101000110100110010001111111111110110001010101000111000,1,1
47602,1110110000001100110101100011001001111110010001011010001101110010,0,1
47607,1110110000000100110101100011001001111110010001011010001101110010,0,1
47612,1111011111111101111000100110011011101011110110011111001101111101,2,1
47617,1010110110110100110000101011001000011111011110010011100111100101,1,1
47622,1110010011101111111001111110011001001101010110011010011101101111,0,1
47627,1101010000010000110000110011000001001000100001111101001101010000,1,1
47632,1001010011111101110001101011001001111011010000111010011001111101,0,1
47637,1111010011100001110100100111001011001001111101110010110111110101,0,1
47642,1110111010110101110111111011001001101011110101111100010001111100,0,1
47647,1100000010101110010010010000010001001101000010000000000100110101,2,1
47652,1100110011000000010000101001000000001000110011011010000000101011,0,1
47657,1100000010101110010000000000001001011101000000010010000100010100,0,1
47662,1010110110100101110100101000001010001111000001010010000100000011,0,1
47667,1100010101100000110101101110010110001101011110110000010100101101,2,1
47672,0110100000101010111110101010111001101011110011001000000110111100,2,1
47677,0001010011101000100001000010101010001001000010000101000000000101,2,1
47682,1100011011100001110101100000000111111111111001110111001111110110,2,1
47687,1111011111111110010001101111101001101111010001000110111101111110,1,1
47692,0101111000101001110000001111011011111101000000100110001101110110,2,1
47697,0100111111101000111101110101111101111001111001110111110101110000,0,1
47702,1110111010100101110010101001011101011001110001010111101101111110,0,1
47707,1101101110110011110010100001001111111011100000011001110000110011,2,1
47712,1101101010110011110010100001001101111011100000011001110000110011,1,1
47717,1100010001000101111000101010101101111011000101111010000110000010,0,0
47722,1111011111110001110111100110001011001011011110011011001101111100,0,0
47727,1001101011111101110000110010011011111111000101110111010110110111,2,1
47732,1101110011111001111100101001000011011011110111010111011101110100,2,1
47737,0010001010110000010010101011001110001101001101001110101100010100,0,1
47742,1001010011100101110110111001001101101101000111001110110101110001,0,1
47747,1000100001100000101000101000011001000010000000000011100100010000,2,1
47752,1110111000110000110110100010010101101001011111010101000111111100,0,1
47757,1101010011110000110100101000001011001001011001111011011111011101,1,1
47762,1010010101100111110100110010000011001111001000010110101111110101,1,1
47767,1111111000100011110000110011001111101001011011100101111101111100,0,1
47772,1000000000101110110000100010101001000111000100000001110100110001,1,1
47777,0111110010100111100001101010001101111111000001100001011100110100,0,1
47782,1111011011100011110110110011001001101011011010110010000101110111,1,1
47787,1101011000101001110101111010001011011111111101010110011110101111,1,1
47792,1101001011101001110100101010111011001011000101111011011101010100,1,1
47797,1111000010110011111001101111001011001011010111001010011111100101,0,1
47802,1101100011111100110000100110011101001011000101010110110111111001,0,0
47807,1010110011100100110100101011101111011011111101110010001100110110,0,1
47812,1111011011100011111101101000101011001001101101111011110100110100,0,1
47817,0010010110111111111000100010111101101011010001110101101101111101,0,1
47822,1100010011100101110110110011101011111111001000110001011100110110,0,1
47827,0110110000111111100000110010011001101010100011001001101100111010,2,1
47832,0110100000110111100000110010011001101010100011001001101100110010,1,1
47837,1111100000101110110000100011101111101111011111000101111100110110,1,1
47842,1100010100110010110101101110001001111001111010011100011101110100,2,1
47847,1111110111111000110010001100011111111011000111101010101110111000,0,0
47852,1111110111101000110010001100001111111001000111101010001100111000,0,1
47857,1111110011100000110000101011001111001001111000110110001101101100,2,1
47862,0000110101111000110101110010001101001011101101110001010101111101,0,1
47867,1110010111000110111100110111011001001111111100010010111100110001,2,1
47872,1110110010001101111000110101001101011001000011111111101101101101,0,1
47877,0100001011000000111101010010100000011111010101110111001000100101,0,1
47882,1110111000100100110010111101101111011001111111010000101100111100,0,1
47887,1110010000100100111011110001001111011001111111010000101100111100,0,1
47892,1110111110010001010000110001101011101011001111010100000000110000,2,1
47897,1110111010010001010000110001101011101011001111010100000000110000,0,1
47902,1110010000111000110001100011010011001011010010111011001101011101,1,1
47907,1011000000001001010010101000001010001111000111010001000000100001,2,1
47912,1100010011100011110011101010001111001101011111010010000100110110,0,1
47917,1011011110110000110011110011111000001011000110000111101000110100,1,1
47922,1100010001100011110100110100001011101011010100011010000101110100,0,1
47927,1000100000110100110000100000000001001110100100010001010001000011,0,1
47932,1110111101110001110001101001111101001011101010000001011111111100,0,1
47937,1100110011100011111100101111001010111011111011011110011110110110,0,1
47942,1100110110110110110000111011100011101110100101111110100101110000,1,1
47947,0011110000111100001011100010001111101101010011101000001011111100,2,1
47952,1110110111111101110011110010010001111001101010110010101101101110,0,1
47957,1110110110101000111110100011111111011011011101110111110100110100,0,1
47962,1111110000100001110100100010001001011010000010010010000100010001,0,1
47967,1100001001111000110010110001101111011011111000001010000111110000,0,1
47972,0100110011100000101001000000000001001100010000000010000100101000,0,1
47977,1101000001110011100110000100001011110111011100001000111101111100,2,1
47982,1111010111111001010001110000000011011011101001010011001100110111,1,1
47987,1111010101101000010001110000000011011001100001010011001100110111,0,1
47992,1100111001111000110100110011011101001111011100110101010101110110,2,1
47997,1100110001000100010001101010001111001101000101001010001101110010,0,1
48002,0000101010110000001000100000011001101001100001000010100010100000,1,1
48007,1110010101110101110000100000001101111001010010111111000100110011,0,1
48012,1100010101010000110000110110001101011101111100010001010100111000,1,1
48017,1101010000110101110000100011101101001011010100000001111110001101,0,1
48022,1101010000100101110010100011101001001011011100100001111100001101,0,1
48027,1101111110101101110001100110001011011001011011110010011101111100,1,1
48032,1001100011101101110000110110111101011011000110010110011111110100,0,1
48037,1111011111111110111111111011111001011011010100101111001100111111,0,1
48042,1110111010100111110111101110100011011101010001010010100101110100,0,1
48047,1100000111111010110100101100011011111011010100011010110101111100,0,1
48052,1001010001100000110000100010011001001001001010010100110110110110,0,1
48057,1000010100101110010110100011110001001111001001110000100101111011,1,1
48062,1000010100101110010110100011110001001111001001110000100101111011,2,1
48067,1110011001110011110101101111101001011011011000111010011100110100,1,1
48072,1111111110110010110000111001011111111011010100000100111101100101,0,1
48077,1110010000100001110110100111011011001101110100000010111100011111,2,1
48082,1111110010101110110110100011001101101111011111001010000100110101,0,1
48087,0100100001110010101101110101111001110011001000001001100101111100,1,1
48092,1000110011100111111011101001101001011100010000011010101100110101,2,1
48097,0010110000010100111100100001011001001010010111011010111110010001,0,0
48102,1010010101110110110011101011111101011011010111110110001101110101,2,1
48107,0111000110100100110101101101001101011011110011001111111100110100,2,1
48112,1100010101110010000010111010010011001111100000001110000111011100,2,1
48117,1011110111110010111111101000001011001001100110000111011111111101,1,1
48122,1111011011100010111101100010011001111111111111110100111101110101,2,1
48127,0100110110100000111101110011111101011001011001100111011111110000,0,1
48132,1101110111101110110000101001111011111011011011110011000101111101,0,0
48137,1110010001100000100010000010101101001001110000010100110100111101,0,1
48142,1110110001111110111110110001111001101111111011010101010001100100,0,1
48147,1111010011111111110110000011011011001001010001111010000111111101,0,1
48152,1111010011110101110110000011011011001001010001111010000111111101,1,1
48157,1111100111101110110000101101001010101101111111101010100100111101,2,1
48162,1000010101100010010101100000010011111001000000111110100100001100,1,1
48167,1100010001100101111010011010011101101001010111000000000101010000,2,1
48172,1100010001000101111010011010011101101001010111000000000101010000,0,1
48177,1111111111100000011101101010000101111011110100110011000111110110,0,1
48182,1111101011101000110001010110000001111010101011010110101101110000,1,1
48187,1000010111110101111100101110111010101111101110010101011001001101,1,1
48192,1110110001110110111000111101101011001111011111010100101101111111,0,1
48197,1110011111100111110001111111100011011011010111010100001100011100,0,1
48202,1101110011101001010101100010101101001001010101011110000111110101,2,1
48207,1100110110001000111001110011101111001011111011010110101111111110,0,1
48212,1111010011100011111110110001001111011101101110000111011101111100,0,1
48217,0000001111110000010000000000000001001001010111010110000101000100,0,1
48222,1000110010010100110111100101101111101001010001010101001001000110,2,1
48227,0101100011110111110100000100011001111111001000001000101111111100,2,1
48232,1101010011100011111100110011001001101011011110110011110101110110,1,1
48237,1110100011111110101110110001011001101111000111001010100101110101,2,1
48242,1101010111110001010000110111101101001111100101010110001101110111,1,1
48247,1111001111100111110111110111011001001101010000110100011101110101,0,1
48252,0101010010101100111000001011000111010101111011100110001101100100,0,1
48257,1010110100111010010100101011001111011001001100111111011010111101,2,1
48262,1010011011001101011000101100011111011011011000000100001111110000,2,1
48267,1110010000100001110000101101101100011011010010010001101111001101,0,1
